id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
lpsh5,lpsh5,1.0,13,64,63,25/26,0/35/25,26,30,21,34,21,22,15,67,21,21,62,21,54/56,21,23,23,21,23,1,59,67,65,73,67,67,76
lpsh6,lpsh6,1.0,6,0/45,7,15,0,32,15,17,28,0,17,17,0,25,19,0/44,17,38,24,17,26,0,26/27,7/8,41,55/57,47,0,0/54,0,56
lpsh7,lpsh7,1.0,6,1,23,1,1,1,1,11,1,11,14,0,1,11,0,19,0,19,0,11,11,10,11,1/7,19,1,26,1/29,1,1,1
lpsnh0,lpsnh0,1.0,14,16,16,22,44,22,32/33,24,37,24,24,31,55,24,24,22,27,22,26,24,24,27,24,21,48,65,16,59,55,61/62,67
lpsnh1,lpsnh1,1.0,2,4,6,10,10,10,10,14,10,14,14,10,22/23,14,10/12,10,10,19,10/13,15,15,10,15,6,19,22,21,22,22/25,27,22
lpsnh2,lpsnh2,1.0,13,1/52,17,32,31,18,18,19,18,19,19,30,58,19,19,33/18/41,19,33/18,19,21/27,21/25,19,26,16,40,75,49,70,72,73,75
lpsnh3,lpsnh3,1.0,4,1,8,10,29,10,26,8,10,8,17,20,1,8,8,30,8,30,12,8,8,8/13,15,8,30,1,1,42,1,1,46
lpsnh4,lpsnh4,1.0,12,58,57,35,35,35,35,35,48,38,35,46,1,38,35,51,35,51,35,35,35,35,43,1,51,1,1,1,65,60/62,1
lpsnh5,lpsnh5,1.0,3,29,7,18,18,18,18,13/15,18,13,13,13,38,13,13,20,13,20,13,13,13,13,13,7,26,38,29,44,43,43,38
lpsnh6,lpsnh6,1.0,3,53/6,50,42,17,17,17,30,35,33,30,18,6,33,32,45,32,43/44,32,30,30,32,30,6,44,6,6,56,62,64,97
lpsnh7,lpsnh7,1.0,1,58/59,55/57,50,50,53,50,4/8/9,50,8,8/14,16,1/61,8,4,50,4/7,50/54,4,11,11,4,11/13,2,50,1,59,63,61,66,1
lpsnh8,lpsnh8,1.0,6,1,10,10,10,10,10,10,10,10,17,10,27,10,10,10,10,10,10,17,20,10,20,10,26,29/30,1,27,27,28,29
lpsnh9,lpsnh9,1.0,22,1,1,1,1,1,43,29,1,29,29,23,1,29,31,59,31,51,31,34,39,31,39,1,51,1,63,1/67,1,1,1
lpsnh10,lpsnh10,1.0,10,32/1,1,14,26,14,14,18,26/27,14,18,25/14,33,14,16/14,30,14,14,14,18,18,14,22,1,14,33,1,34,33,33,33
lpsnh11,lpsnh11,1.0,7,1/39,36,29,33/29,34,29/30,13,32,13,27/13,28,1/40,13,15,29,16,35/29,15,22/25,22,15,22,9,29,1,38,41,1,1,1
lpsnh12,lpsnh12,1.0,9,10,15,40,40,46,40,19,40,19,19,15,74,19,27,66,35/36,52/53,27,19,19,32,19,15,65,74,70,76,78,78,74
lpsnh13,lpsnh13,1.0,11,53,18,19,19,19,19/39,19,48,19,38,19,15,19,28,19/51,28,19,28,35,35,28,37,17,19,60,57,62/63,60,60,64/60
lpsnh14,lpsnh14,1.0,12,58,54,19,19,19,38,23,19,28/29,33,34,15,23,23,52,23,19,26,23,23,23,23,19/15,41,15,15,15,60,60,68
lpsnh15,lpsnh15,1.0,1,3,31,6,6,6/23,20/21/6,7,6,16,7,18,3,16,7,24,7,28,7,17/7,7,15,7,3,28,3,34,40,50,42,3/56
lpsnh16,lpsnh16,1.0,5,47,43,26,29,32,26,9,29,9,9,9,48/1,9,13,32,13,32/34,16,9,9,17/13,19,9,39/41,1,47,1,1,1,55
lpsnh17,lpsnh17,1.0,1,1,3,3,14,3,3/13,3,3,3,3,3,1,3,3,18,3/5,15,3,12,11,9,11,3,15,1,1,20/23,1,1,1
lpsnh18,lpsnh18,1.0,10,1,1,25,25/27,25,25,19,26,19,23,13,1,19,19,29,19,29,19,22,22,20,22,1,29/30,45,1,35,40/41,31,42/44
lpsnh19,lpsnh19,1.0,2,38,12,27,27,27/29,27,20,27,20,20/25,26,43,20,20,34/36,20,31,20,20/24,20,21,20,11,31,44,41/42,45/46,47,47,52
lpsnh20,lpsnh20,1.0,14,1,1,26,48/47,26,47,31,54,32/33,31,46,61,32/33/31,26,26,26,26,28,35,35/36,28,37/39,1,59,61,1,61,61,61,70/74
lpsnh21,lpsnh21,1.0,8,1,31,10,22,10,10,10/14,22,10/13,20,10,38,10,10/11,28/30,10/12,10,10/12,18/19,16,10/12,16,9,24/25,1,37,39,1,1,1
lpsnh22,lpsnh22,1.0,9,38,12,12,29/31,12,27/12,15,33,15,15,15,1,15,15,35/37,15,12,15,19,19/21,17,22,12,34/12,1,38,1/40,42,43,1
lpsnh23,lpsnh23,1.0,1/2/3,47,4,26,26,34/40,29,4,26,4,4,25,48,4,4,42/45,20/21,42,19,4,4,19,4,9/11,42,1,46,49/50,1,1,1
lpsnh24,lpsnh24,1.0,2,26/28,24,1,1,1,17,9,18,9/14,9,8/15,1,9/14,11,19,11,19,11,9,9,11,9,1,22,1,26,31,1,32/1/33,1
lpsnh25,lpsnh25,1.0,2,1,1,5,5,5,35/5,5,36,27,5,5,1,6/27,6,5,6,5/37,14/15,5,5,22,5,1,5,1/40,39,1,42,43,1/40/44
lpsnh26,lpsnh26,1.0,3,1/21,5,5,5,5,5,8,5,8,8/14,5,1,8,8,20,8/11,15,8,8,12,8,12,5,17,1,1/21,23,30/31,27,32
lpsnh27,lpsnh27,1.0,1,1,5,5,5/21,22,20/5,6,5,6,6,6,24,6,11,5,11,23,11,17/19,19,11,19,1,23,24,1,24,31,29,24
lpsnh28,lpsnh28,1.0,11,1,17,17/36,17,17,17,18,17,18,18,34,40,18,18,38,21,17,18,18,24,18/19,32/33,16/1,17,41,1,41,41,44,41
lpsnh29,lpsnh29,1.0,4,1,9,12,18,12,18,12,18,12,16/17,12,25,12,12,12,12/14,20,12,12,12,12,12,9,21,25,24,30,34,33/25,25
lpsnh30,lpsnh30,1.0,3,1,1,10,23/10,24,21,10,10,10/15,10,20,26,15,11/12/13,25,10,25,10,17,17,10,17,1,25,28,1,26,26,26,26
lpsnh31,lpsnh31,1.0,1/3,4,20,5,5,5,5,5,16/15,5,12,5,21,5,5,19,5,5,5,12/13,12,11,12,4,5,21,4,24,27,30,32
lpsnh32,lpsnh32,1.0,1,1,1,3,3,3,3,4,20,4,4,17,1,4/9,6,22,8,22/24,6,12,15,6,15,1/2,22,1,1,27/28,1,29,26
lpsnh33,lpsnh33,1.0,3,1,6,6,6,6,6,6/12,6,6,15,16/17,32,6,6,24,6,19,6,14,13,10,13,6,23,40/41,31,34,35,35,33
lpsnh34,lpsnh34,1.0,3,1,1,7,33,7,30,21/13,7,13,21/13,27,1,13,15,7,15,7,16,13,13,18,13,1,37,1,42,53,57,57,1
lpsnh35,lpsnh35,1.0,3/4/5,1,10,10,26,10/27,10,13,10,13,22,25/10,37/38,21/13,13,10,20,10,16,22,22,17/19,22,1,10,40,33,42,40,40,40
lpsnh36,lpsnh36,1.0,7,53,52,22,22,22,22,24,49,22,24,48,1,22,22,22,22,22,23,24,29,22,29,17,22,1,53,1,1,1,54
lpsnh37,lpsnh37,1.0,4,40/41,1,32,32,32,36,12,32,12,12,29,43/44,12,19/12,38,23,38,22,12,12,20,26,1,38,43/44,1,44,44,44,49
lpsnh38,lpsnh38,1.0,1,25,9,18,22,23,20,12,18/21,15,12,12,8,15,12,18,12,18,12,16/12,16,14,16,8,18/24,33/8,26,8,32,8/30,8
lpsnh39,lpsnh39,1.0,1,30,5,16,16,16/23,19,12,16,7,15,6,32/31,7,7,16,7,16,7,12,12,11,12,5,28,31,30,33,33,33,31
lpsnh40,lpsnh40,1.0,4,1,14,37,53,37/57,51,38,54,48,38,38,6,48,38/39/40,37,42,37,38,38,38,38,38,12,59,6,1,68,6,73,6
lpsnh41,lpsnh41,1.0,19,1,22,33,33,33,35,23/29,33/36,30,23,32/23,1,30,23,49,28,41,25/26,23,23/29/31,23/27,23/29/31,1,44,1,1,59,1,1,61
lpsnh42,lpsnh42,1.0,1,1,1,4,4,4,4,6,4,6,6/11,4,16/1,6,8,4,8,4,8,6,6,8,6,1,4,1,1,27,33,1,1
lpsnh43,lpsnh43,1.0,46,47,89,63,77,86,77,63,79,63,76,63,99,63,66/67/63,63,66,63,66,63,72,66,72,57,87,99,94,100,99/105,103,99
lpsnh44,lpsnh44,1.0,6,8,42,13,13,35,23/13,13,32,13,13,13,8,13,13,13,13,13,14,13,16,14,18,8,13,50/45,8,45,60/61,53,45
lpsnh45,lpsnh45,1.0,1,40,38,3,3,3,3,15,3,15,15,27/28,43,15,17,3,17/20,3,17,15,22,17,23,1,36,1,40,59,62,61,1
lpsnh46,lpsnh46,1.0,15,52,18,18/39,18,18/42,40,26,18,25,26,38,1,25,20/22,43,22,43,23,33,36/37,22,36,1,49,1,52,56/57,1/67,1,68/69
lpsnh47,lpsnh47,1.0,1/2,1,53,32,32,50,49,36,32,41,36,46,54,41,36,52,36,50,36/37,36,36,40,36,32,50,54,1,55,60,59,54
lpsnh48,lpsnh48,1.0,5,37/38,1,14,14,14,18,10,21,1,10,1,41,1,10,22,10,14,10/11,10,10,10,10,1/9,36,41,37/39,51,41,41,56
lpsnh49,lpsnh49,1.0,1,1,28,4,4,4,23,4,4/24,4,4,14,1,4,4,27,4,4,4,12,4,4,9/10,1,4,38,29,1,1,1,36
lpsnh50,lpsnh50,1.0,4,34,7,24,7,28/29,7,10,7/23,10,10,10,5,10,10,24/30,10,24/30,12,20/21,18/10,12,10,5,31,38,34,43,38,38,49
lpsnh51,lpsnh51,1.0,1/2,1/31,4,7,7,7,7,12,7,12,12,9,1,12,18,7,22,28,22,12,12,23/25,12,1,28,1,32,43,1,1,1/46
lpsnh52,lpsnh52,1.0,2,1,43,17,17,19,17,8,17/18,8,8,8,1,8,8,17,8,22,11,8/14,13,11,13,5,38,1,1,1,1/49,1,1
lpsnh53,lpsnh53,1.0,3,1,28,1,1/22,1,1,8,21,8,8,5,37,8,8,1,12,1,11,14,14,11,14,1,27,37,1,37,42,42,44
lpsnh54,lpsnh54,1.0,1,1,48,4,4,30,4,17/4/10,28,4/15,17,4,1,16/4,11,42/47,11,42/45,13,22,22/23,14,23/24,1/2,42,1/55,1,51,1,1/53,1
lpsnh55,lpsnh55,1.0,6,7,9,24,22,9,21,11,9,11,11,17/18,7,11,12/13/14,32,12/13,9,12,16/11,11,12,11,8,29,7,7,35,36,7,7
lpsnh56,lpsnh56,1.0,1,1,48/47,3,3,3,19,3/15,3/20,3,3,3,1,3/14,11,38/39,12,38,11,16,17,11,17,1,38,1,1,52,59,58,67/68
lpsnh57,lpsnh57,1.0,7,1,1,25,27,25,25,13,27,13,13,1,33,13,12,28,13,28,12,23/15,20,12,20,11,30/31,33,1,34,33,35,33
lpmh0,lpmh0,1.0,6/7,8,8,40,35,29,33/29,15,35,15,15,28,8,15,13,48,14,45,13,15,18,13,18,8,47,8,49/8,8,0,0/56,8
lpmh1,lpmh1,1.0,2,4,32,0/16,0,25,16/17,0,0,0,11/13,4,0,0,5,28,5,0,5,9,9,5,9,4,0,0,0/43,0/52,57,55,63
lpmh2,lpmh2,1.0,11,64,16/61,16,42,16,39,20,44,31,20,21,0,32/31,22,0,22,0,28,37,38,23/29,38,16,60,76/77,65,0,69,69,74
lpmh3,lpmh3,1.0,5,13,97,0/86,0,87,0,0/53,0,0,0,80/81,105,0,46,88,46,0/93,46,75,75,46,0,15,93,105,102,105,105/111,105,105
lpmh4,lpmh4,1.0,0,0/5,0,10,73,10,69/71,16,76,16,16,36,94,16,0,0,0,0,0,31,28,0,32,8,84,92,88,0/92,98,101,107
lpmh5,lpmh5,1.0,14,0,0,0,0,0,31,18,32,18,18,28/29,51,18,21,36,22,0,22,23,26,22,26,0,33/34,48,42,55,0,0,48
lpmh6,lpmh6,1.0,1,1,55/56,44,41,37,37,0/14,42,14,0,14,0,30,22,0/54,22,46,22,0,0,22/24,34,1,47,76,66,72,70,70,75
lpmh7,lpmh7,1.0,16,0,24,47,46,48/50/47,0,29,46,0,29,38,1,0,31,47,29,47,30,0,0,32/30,0,1/17,47,1/63,0,1,58/59,53,60/62
lpmh8,lpmh8,1.0,11,0,0,19,48,50,45,0,19,0,28,21,66,35,31,50,31,50,31,0,0,31,0,0,50,77,0,66,72,70,76
lpmh9,lpmh9,1.0,36/37,41,41/75,66/67,63,0,0,0,63,57,58,60,102,0/57,52,0,55,68,0/55,59,59,55,59,41,0,102,41,109,0,122,126
lpmnh0,lpmnh0,1.0,8,62,59/15,53,54,53,53,18,53,18,18,48,1,25,21,53,21,56,22,29,35/29,23,36/37/29,15,56/58,124/125,74/75,87,79,79,120
lpmnh1,lpmnh1,1.0,25,29,29,45,67,85/88,69,45,67,60/45,45,65,29,45,52,101,52,92,52,63,45,52/57,61,29,94,137/140,29,108,29,29,135
lpmnh2,lpmnh2,1.0,1,1,1/60,21,17/14,24,14,7,16,7,7,4,67/69,7,4,59,4,50/47,6,8,8,4,10,1,58,81,66,67,67,73,67
lpmnh3,lpmnh3,1.0,8,9,68,16,16,16,52,17,56,38,17,48/49/50,9,17,32/31,58,32,62,32,17,40,36,40,9,64,85,9,9,78,76,82
lpmnh4,lpmnh4,1.0,22,111,108,94,83/91,98/83,85,31,87/90,30,78/79,28,122/127,61,53,83,54,83,59,77,73,54,74,1,107,128,118/119,128,129,132,128
lpmnh5,lpmnh5,1.0,8,46,41,32,32,39,35,23,32,23/27,23,17,1,23,24,32,24,32,24,23,23,24,23,1,32,53,1,49,49,49,53
lpmnh6,lpmnh6,1.0,6,1,8,15,15,15,64/15,27,15,27,34,58,1,27,23,15,23,15,23/25,31,33,26,31,1,15,85/87,67,73,75,82/83,85
lpmnh7,lpmnh7,1.0,8,91,36,76,80/81/76,82,76,40,78/79,40,40,37,1,40,47,76,47,76,47,66,59/61,56,59/61,29/31,85,170,108,110,113/168,164,1
lpmnh8,lpmnh8,1.0,4,39,36,21,21,21,21,15,21,8,15,18,1,8,8/9,21,9,21/24,9,15,15,9,16,1,33,1,61,1,1,68/69,78
lpmnh9,lpmnh9,1.0,16,1/85,76,19,19/59,19/62,19,19,56/57,19/27,19,39,86,27,22,74,22,64,22/26,30,31,22,31,18,66/67,145/86,83,87,86,138,86
lpmnh10,lpmnh10,1.0,8,12,14,43,43,46,43/44,22,43,22,23,39/40,12/77,22,17/19,56,17/21,56,17,23,23,17,26,14,60,77,74,80,77,77,77
lpmnh11,lpmnh11,1.0,28,78,76,72/73,71,50,70,51,50,51,55,48,1,51,51,74,51,50,51,55,55,51,56,46,50,1,1,147,1/148,151,155
lpmnh12,lpmnh12,1.0,2,55/60,1,33,34,33,33,5,42,5,12,5,61,5,7,45,7,50,7,24,25,7,25,1,53,63,58/59,69,73,73,83
lpmnh13,lpmnh13,1.0,1/4,5,100,70,70,82,70,22,73,22,22,62,112,22,32,91/93,32,90,34,22/40,22,32,22,10,90,132,108,119,111,111,111
lpmnh14,lpmnh14,1.0,4,5,42,22,22,36,22,22,33/35,22/26/27,22,22,48/49/46,22/26/27,22,40,22,39,22,32,22,22,29,5,39,51,45,58,58,60,51
lpmnh15,lpmnh15,1.0,2,71,8,50,46,50/51,46,22,49,38,41,19,74,38,34,55,34,50,34,22,22,34,39,7,50,6,70,6,76,77/78,82
lpmnh16,lpmnh16,1.0,32,1/111,103,91,91,91,91,70,91,70,70,85/86,112,70,73,91,78,95,75,80/70,70,75,70,1,102,118/119,110,114,112,112,112
lpmnh17,lpmnh17,1.0,1/2,1,39,27,5,28/31,20,14,25,17,14,11,1/43,17,14,33,14,36,14,14,14,14,19,1,36,57,1,1,47,48,49/54
lpmnh18,lpmnh18,1.0,1,133,65/66/63,49,43,10,10,32/27,46,29,27,40,136,29,18,51,18,51,19,35,35,19/24,37,1,51,136,132,138,155,136,157
lpmnh19,lpmnh19,1.0,3,1,1,34,40,48,34,15,38,15,15,29,1,15,12,57,13,51,12,27,25,12,25,1,55/56,60,1,60,68,66/67,96
lpmnh20,lpmnh20,1.0,81,1,158/159,86,124,127,118/119,91,124,97,115/91,86,165,97,91,133,95,130,91,101,101,91,113,1,130,168,162,168,174,177,185
lpmnh21,lpmnh21,1.0,1,82,76,60,67,60,60,28/45,67,28,58,22,98,28,39/40,70/74,39,71,39/41,53,50,39/42/43,51/52,9,71,90,79,121,124/125/126,90/122,90
lpmnh22,lpmnh22,1.0,14,1,19/67,19,51,58,48,36,55,40,36,30,75,40,36,61,36,61,36/38,36,36,36,36,16,66,85,69,78,72,72,81
lpmnh23,lpmnh23,1.0,2,73,3,4,4,36/37,4,10,4,10/11,10,29,3,10/11,7,68,7,60/61,7,27,12,7/9,14,3,61,90,80/81/79,3,83,83,89
lpmnh24,lpmnh24,1.0,10,11,57,14,14,49,14,23/26,48,25,23,45,61,23,21,14,21,51/52,21,30,32/31,21,34,14,54/56,61,11,67,61,61,69
lpmnh25,lpmnh25,1.0,7,67,63,37,37,37,37,12,47,12,12,33,13,12,22,52,25,53,22,12,12,22/24,12,12,53,13,66,13,13,72,74
lpmnh26,lpmnh26,1.0,14,121,94,51,64/65/63,51,56,25,59,25/31,34,25,1,32,30,70,30,70,30,40,41,30,48,15,84,1,133,1,1,137,141/143
lpmnh27,lpmnh27,1.0,6,7,89,11,71,11/78,11,33,73,33,55,69,91,33,27,85,31,85,32,48/49,33,32/31,46,9,87,97,90,7/92,93,93,143
lpmnh28,lpmnh28,1.0,26,1,103/104,71,71,75,71,54,71,53,54,70,1,52,43,86/78,43,82,43,54,54,48,56,1,82,130,127,1,1,1,130
lpmnh29,lpmnh29,1.0,1,76,53,28,28,39,35,17/5,28,16/5,5,25,78,5,12,50/45,12,45,14,5,5,14,5,4,47,88,73/74/75,81,86/78,84,88
lpmnh30,lpmnh30,1.0,1,7,89,19,19/76,79,53,32,73,32,32,21,97,32,21,86/88,21/31,86,21,52,36,28/29/30,40,7,86,97,95,109/110,114,114,119
lpmnh31,lpmnh31,1.0,8/11,13,84/85,67,52,67,37,18,66,18,34,16/35,96,18,26,83,26,73,26,18,28,26,31,13,81,96,87,96,96,96,96
lpmnh32,lpmnh32,1.0,21,1/139,134,81,79,81,72,49,76,54,57,62/63,1,54,52,132/133,52,122,52,57,58,52,59,34,130,1,136,142/143,145,145,169
lpmnh33,lpmnh33,1.0,21,1,27,76,59,76,59,42,73,42,49,56,1/88/89,48/42,43,82/83,46/47,76,43,52,51,44,51,23,80,1,1,99,105,100,1
lpmnh34,lpmnh34,1.0,1,93,12,12,12,59,56,12,12,12,12,12,1,12,23,64,33,64,23,43/12,12,27,42,14,88,95,90,105/106,107,95,115
lpmnh35,lpmnh35,1.0,3,83/86,80,42,59,62,47,16,56,23,16/27,39,4,23,19/20,72/73,19,70,19/22,16,16,19,16,11/12,70,4,102/103,4,4,4,112/113
lpmnh36,lpmnh36,1.0,1,1,59,36,9,37,9,17,9,17/21,17,28,72,21,19,56/57,19,49,19,17,22,19,22,5/6,49/50,72/88,67,84,72,72,72
lpmnh37,lpmnh37,1.0,5,1,10,14,14,57,48,36,54,35,36,46,1,35,19,63,34,59,31,44,38,31,43,9,59,1,64,66,1,1,74
lpmnh38,lpmnh38,1.0,5,80,10,12,64/12,12,12,13,68,13,13,62,91,13/15,14,75/76,14,71,14,13,13,14,13,1,71,112/113,90,92/94,98,98,111
lpmnh39,lpmnh39,1.0,12,15,53,14,41/42,14,14,24,45,24,24,14,15,24,28,14,28,46,28,37,37,33,39,14,46,71,15,63,68,68,72
lpmnh40,lpmnh40,1.0,3,71,64,45/61,61,61,61,48,62,48/51,48,48/59,75,51,50,61,50,61/63,50,58,48,50,54,33,63,76,71,86,76,76,76
lpmnh41,lpmnh41,1.0,14,1,19,49,55/56,57,52,30,55,30,30,48,75,30,30,59,30,59,37,46,30,30,30,17/18/15,59/61,77,71,77,77,83,86
lpmnh42,lpmnh42,1.0,16,1,1,52,42,55/42,44,20,42,20,20,36,1/69,26,20,63,20,61,24,29,29,24,29,1,61,1,1,89,94,90,1
lpmnh43,lpmnh43,1.0,4,48,1,5,5,5,5,9,26,9,9,8,53,9,11,28,11,28,11,9,9,11,22,1,45,57/76,50/52,64/59,59,67/59,75
lpmnh44,lpmnh44,1.0,21,27,28,68,80,89,74,59,80,57,60,66,116/117,57,46,91,46,94/95,46,63,60,48/49/46,60/62,28,95,140,107,120,116,116,135
lpmnh45,lpmnh45,1.0,12,13,82,69,68,69,68,18,68,45,18,18,86/89,44,42,69,42,69/71/72,42,52,61,42,61,14,69,98,13,90,90,90,94
lpmnh46,lpmnh46,1.0,2/3,86,1,51,54,51,53,40,55,40/41,46,49,1,40,23,83,23,67,27,45,40/43/44,24,44,1,81,118,103,107,1,1/109,114/116
lpmnh47,lpmnh47,1.0,4,1,58,7,48,54/7,48,25,53,25,26,44,67,25,16,55/57,19,56,19,42,28,19,28,1,56,67,62,68,72,70,67
lpmnh48,lpmnh48,1.0,6,86,8,63,63,71,67,9,63,9/15,29,30,89,9,9,84,9,79,9,17,17,9,22,1,82,96,86,90,90,90,93
lpmnh49,lpmnh49,1.0,5,66,9,10,52,10,48,31,55,21,31,41,9,21,21,65,21,57,21,35/31,31,21,31,9,62,9,66,9,9,9,76
lpmnh50,lpmnh50,1.0,5,1,73,13,13,60,13,20,13,20,20,50,85,20,26/28,66,33,66,31,38,38,32,38,1,68,84,75/79,89,91,97,84
lpmnh51,lpmnh51,1.0,2,79,78,66/67/68,59,59,60/62,46,65,44,46,44,87,44,45,73,44/45,71,44/45,54,52,44/45,52,1,71,85,83,89,121,121,123
lpmnh52,lpmnh52,1.0,7,1,10,52,43,54/43,50,15,43,15,29/15,42,80,15,24,62,24,58,26,15,32,24,32,10,58,81,72,96,100,101,108
lpmnh53,lpmnh53,1.0,7,102,100,76,60,55,57,36,70,36,36,51,10,36,41,97,41,55,42,36,36,46,36,10,84,10,106,151,10,10,159
lpmnh54,lpmnh54,1.0,1,1,39/40,3/28,26,30,26,17,26,14,17,3,2,14,6,36,6/9,38,6,20/21,20,6/8,20,2,38,65,44/46,50,57,57,2
lpmnh55,lpmnh55,1.0,8,1,1,52/12,12,12,12,37,51,45,37,12,71,45,37,57,44,57,37,48,47,37/39,47,1,67,93,69,83,71,71,89
lpmnh56,lpmnh56,1.0,4,56,9,34,32,30,31,12,32,12,26/27/12,12,7,12,18,53,18,41,18,12,12,21,25,7/9,52,66,58,60,64,64,65/7
lpmnh57,lpmnh57,1.0,1,1,1,3,28,3,3,15,36,15,23,11,1,16/15,13,52,13,49,13,22,19,13,20,1,50,1,57,1/58,1,60,61/63
lphh0,lphh0,1.0,2,83,70,46,45,0,53,37,56,37,37,40,93,37,31,58,32,58,33,37,37,33,37,0,0,93,85,97,113,106,114
lphh1,lphh1,1.0,49,115,113,84,94,105,93,60,95,60,60,0,0/140,60,63,0,63,111,0,74/75,73,66,73,51,112,0,0,0,142,146/147,150/151
lphh2,lphh2,1.0,1,83,0,0,43,0,41,22,0,11,0,0/34/36,93/94,20,11,45,11,48,18,25,0,11,0,4,0,93,0/81,0,102,93,107
lphh3,lphh3,1.0,6,11,15,45,44,39,41,21,39,21,21,36,11,21,22,62,22/29,0,23,33/34,31,27/28,0,15,60,96,80,82,84,0,95
lphh4,lphh4,1.0,4,67,0,47,35,48,33,18,43,15,24,27,1/71,15,10,61,11,0,11/13,23,18,11/14,18,1,0,72,65,79,81,81,86/72
lphh5,lphh5,1.0,6,128,0,45,0,81,77,59,45,71,74,48,130,71,62,45,62,45,68,74,74,0/62,75,38,116,141,125,130,138,135,130
