id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
mh0,mh0,50.0,1,62,0,5,5,5,50,0,0,0,0,46,65,29,21,55,76,5,22,0,39,22,40,0,5,65,62,68,69,68,65
mh1,mh1,50.0,2,27,5,6,6,6,6,8,22,8,8,8,28,8,10,6,10,26,10,8,8,10,14,4,26,33,27,29,0,30,32
mh2,mh2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,3,1,3,0,40,0,45,0,0,48,0
mh3,mh3,50.0,0,30,18,18,18,24,18,18,18,18,18,18,33,18,18,25,18,25,18,18,18,18,18,18,25,34,29,35,43,40,45
mh4,mh4,50.0,1,0,5,5,14,5,13,8,5,8,8,0,29,8,8,17,8,5,8,8,11,8,11,0,0,29,0,38,29,29,29
mnh0,mnh0,50.0,2,1,1,18,31,35,20,1,23,1,1,1,63,1,10,57,60,18,10,1,1,10,1,1,18,62,1,66,69,67,62
mnh1,mnh1,50.0,1,1,5,47,5,47,44,25,45,25,25,25,1,25,33,47,33,47,33,25,25,33,25,5,47,58,48,52,51,54,58
mnh2,mnh2,50.0,1,1,3,3,3,3,28,26,3,23,26,3,1,23,20,30,20,3,33,26,26,22,26,3,3,38,1,38,39,39,38
mnh3,mnh3,50.0,1,23,2,6,6,10,7,2,8,2,2,2,26,2,2,19,2,13,2,5,5,2,5,2,15,32,23,1,1,1,30
mnh4,mnh4,50.0,1,6,11,47,45,48,45,19,45,15,19,39,59,15,18,47,68,49,67,22,22,18,23,9,50,59,6,61,63,63,65
mnh5,mnh5,50.0,3,5,43,9,9,9,9,9,19,9,9,14,48,9,9,9,9,9,9,11,13,9,11,7,9,47,46,49,51,52,47
mnh6,mnh6,50.0,24,1,1,26,26,46,26,26,26,26,26,26,1,26,26,47,26,47,33,26,42,35,42,1,48,1,1,51,1,1,1
mnh7,mnh7,50.0,2,3,43,24,38,24,36,14,38,14,14,22,3,14,14,42,14,42,47,14,14,15,17,3,42,3,3,58,3,65,3
mnh8,mnh8,50.0,117,156,125,128,133,135,133,129,133,130,129,129,158,130,129,128,152,128,129,129,132,129,132,125,128,158,155,158,158,158,163
mnh9,mnh9,50.0,1,1,4,4,4,4,17,7,19,7,7,13,1,7,7,4,34,4,32,7,7,7,7,5,4,1,25,1,27,30,31
mnh10,mnh10,50.0,1,1,43,33,33,35,33,7,34,7,7,15,1,7,6,36,6,36,6,8,12,6,12,1,38,53,1,46,50,50,1
mnh11,mnh11,50.0,2,1,5,34,12,12,30,17,12,17,17,24,61,17,17,35,41,35,17,21,17,17,17,3,35,72,50,61,61,63,69
mnh12,mnh12,50.0,1,30,5,5,5,25,22,8,5,8,8,21,3,8,13,5,54,5,50,8,8,14,8,5,26,3,31,3,39,35,42
mnh13,mnh13,50.0,4,42,30,23,1,23,21,6,1,6,6,18,1,6,10,23,41,23,39,13,12,10,12,1,28,73,42,67,1,1,68
mnh14,mnh14,50.0,19,57,31,31,31,45,31,41,31,41,43,31,29,41,37,45,37,45,37,43,43,40,43,31,45,29,59,63,29,29,29
lpsh0,lpsh0,1.0,1,1,1,1,1,1,17,10,1,10,12,8,1,10,10,0,10,0,0/24,0,0,11,0,1,0,28/31,1,1,27,27,30
lpsh1,lpsh1,1.0,5,1/43,9,9,9,9,29,12,9/30,12,12,25,1,12,12,35,12,35,12,17,12/13,12,16,9,35/37,45,42,47,44,44,45
lpsh2,lpsh2,1.0,0,39,7,17,17,17,17,0,17,19,0,33,41,17,17,17,52,17,46,21,21,17,25,7/9/10,38,41,0,41,44,44,41
lpsh3,lpsh3,1.0,2,0/39,0/1/31,1,27/28,1,1,10/11/12,28,8,11/12,0,1,8,6,1,37,1,35,23/25,13,6,13,1,1,1,40,1,44,43,1
lpsh4,lpsh4,1.0,0,5/24,7,11,11,22,11,12,20,12,12,19,5,12,12,0,32/12/31,0,12,12,12,15,12,7/8,23,25,5,25/26/27,25,25,25
lpsh5,lpsh5,1.0,0,8,8,8,37/8,8,8,8,34,0,8,33,8,0,0/12,38,12,8,13,8,21/8,0/17,21,8,0,8,45,50,51,8,8
lpsh6,lpsh6,1.0,2,0,1,1,1,1,1,9,1,0,9/12,1,21,0,5,16,27,18,5,9,9,5,9,1/3,18,21,0,25,21,21,21/26
lpsh7,lpsh7,1.0,6,0,10,13,13,13,13,17,13,17,17,13,0,17,0/15,13,15,13,31,17,0,0,0,10,0/28,0/42,35,36,0,0,43
lpsnh0,lpsnh0,1.0,2,1,28,21,12,22/12,17,3/10,20,3,3,3,1,3/9,3,23,3,23,3,3,3,3/8,11,1,23/25/26/27,1,29,1,1/34,32/31,36
lpsnh1,lpsnh1,1.0,6,50,48,11/31,11/30,11/31,11/29,16,11,19,21,16/25,52,19,17,38,17,37,65,22,22,17,22,9,37,52,50,54,60,56,52
lpsnh2,lpsnh2,1.0,3,1,32/1,6,6/24,6,6,6,6,6,6,19,1,6,6,6,6,30,56,15,13,9,13,1,30,1,52,1/54,1,1,1
lpsnh3,lpsnh3,1.0,1,3,3,3,20,3,3,3,15,3,11,3,32,3/9,3,3,3/26,3,3/25,3,3,3,3,3,3,32,3,32,32,32,32
lpsnh4,lpsnh4,1.0,1,1,29,20,25,20,20/22,6,20,10,6,1,1,6/12,6,28,6,20,6,16,16/17,6/9,16,1,20,1,1,31,1,1,35
lpsnh5,lpsnh5,1.0,4,76,74,5,36,39,35,11,32,11,28,8,81,11,11,40,11,40,11,27,27,13,27,1,69/70,81,76,84,81/85,81,89
lpsnh6,lpsnh6,1.0,1,27,23,3,3,19,3,3,14,3,3,12,3,3,4,19,5/39,20/21,5,10,10,5,10,3,21/22,3,30,34,34,35,3
