id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
mh0,mh0,50.0,1,1,5,17,5,5,13,1,1,1,1,1,1,1,13,1,13,1,1,1,0,1,25,1,11,1,1,1,9,5,1
mh1,mh1,50.0,0,0,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,0,9,1,0,14,1,9,1,1,1,1,1,9
mh2,mh2,50.0,0,1,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,3,3,5,28,3,3,1,5,3,3,3,3,3,3
mh3,mh3,50.0,1,1,4,8,0,4,4,4,4,4,4,0,1,4,4,4,6,0,4,4,0,4,4,1,4,4,4,4,4,4,4
mh4,mh4,50.0,1,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,12,0,0,14,0,0,1,0,0,0,5,0,0,7
mnh0,mnh0,50.0,1,1,9,43,9,12,4,4,25,4,63,4,4,63,4,65,24,58,8,21,62,4,4,27,22,4,4,4,4,9,4
mnh1,mnh1,50.0,5,1,10,10,10,10,6,6,15,6,21,24,6,21,6,6,6,26,8,13,27,6,19,6,11,6,6,6,6,10,6
mnh2,mnh2,50.0,3,4,7,7,10,7,6,11,6,6,6,12,4,6,6,6,6,12,7,6,12,7,7,4,6,4,6,6,6,7,6
mnh3,mnh3,50.0,1,1,8,4,4,8,28,4,4,4,29,24,21,29,4,4,4,24,4,18,27,4,4,1,16,4,12,12,4,4,4
mnh4,mnh4,50.0,2,1,10,20,5,5,5,5,5,5,5,21,5,5,5,5,5,21,8,5,22,7,19,5,16,5,14,14,5,12,15
mnh5,mnh5,50.0,1,2,2,25,2,2,2,2,2,2,28,2,2,35,2,2,16,2,2,12,2,2,2,18,7,2,2,2,2,2,2
mnh6,mnh6,50.0,1,1,2,2,2,2,4,4,4,5,4,4,1,4,4,14,4,4,2,12,4,2,2,1,10,2,3,3,4,2,6
mnh7,mnh7,50.0,18,19,20,20,20,20,20,25,38,31,20,20,20,20,20,39,20,20,20,35,20,20,40,20,37,20,20,20,20,20,20
mnh8,mnh8,50.0,1,1,1,1,1,1,1,1,1,4,1,1,1,9,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1
mnh9,mnh9,50.0,1,1,2,2,2,2,4,4,4,4,4,17,13,22,4,4,11,17,2,10,17,2,2,1,4,1,2,2,2,2,4
mnh10,mnh10,50.0,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,18,1,1,1,6,1,13,1,1,1,1,1,1,1
mnh11,mnh11,50.0,1,1,14,14,14,14,14,14,14,20,47,14,14,50,14,51,14,14,18,22,14,16,43,14,14,14,14,14,14,14,14
mnh12,mnh12,50.0,1,1,3,3,3,3,7,3,3,8,15,17,3,15,7,3,13,17,5,11,17,5,5,3,9,3,3,3,3,3,7
mnh13,mnh13,50.0,1,1,1,1,1,1,9,1,1,1,9,1,1,9,9,1,9,11,1,1,1,1,22,1,1,1,1,1,1,1,1
mnh14,mnh14,50.0,1,1,1,1,1,8,12,1,1,10,1,1,1,1,12,1,12,1,1,10,15,1,16,1,10,1,1,1,9,1,10
lpsh0,lpsh0,1.0,4,1,6/9,6,9,6/9,6,6,6,6,6,6,0/1,17,6,6,6,6,0,6,6,8,6,1,6,1/6/13,6/10,6/10,6,9,6/12
lpsh1,lpsh1,1.0,4,1,0,0,0,9,11,11,0,11,11,11,0,11,22,23,22,11,7/8,15,0,7/8,24,0,19/20/11,6,0/6/7,0/6,0/6,0,11
lpsh2,lpsh2,1.0,1,1,0,0,0,0,10/15,0,0,0,10,0,13/14,10,12,0,11,0,0,4/5,0,0/3,0/16/17,2,0,0,0,0,0,0,0
lpsh3,lpsh3,1.0,10,1,13,13,13,13,13,13,20,13,13,13,1/21,13,13,13,13,13,13,13,13,16,0/23,1,13,13,18,18,13,13,13
lpsh4,lpsh4,1.0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,13,18,1,1,1,6,1,1/3,1,1,1,1/5
lpsh5,lpsh5,1.0,3,1,1,1,1,1,7,7,7,7,7,7/9,1,7,7,1,7,8,1/6,7,11,1,1,1,7,1,0/1,0/1,1,1,7
lpsh6,lpsh6,1.0,1,1,2,2,2,2/9,0/10,0,13,0,10,0,1,10,0/12,2,12,0,0/4,11,0,8,2,1,11,2,2,2,2,2,0
lpsh7,lpsh7,1.0,1/3,1,5,5,5,5,19,5,21,5,0,24,1,0,5,5,5,24,6,0,26/28,6,6,1,15,5,5,5,5,5,8
lpsnh0,lpsnh0,1.0,1,6,8,8,8,8,7,7,7,7,7,21/7,6,7,7,7,18,21,10,7,7,10,8,6,7,6,7,7,7,8,7
lpsnh1,lpsnh1,1.0,1,3,6,6,6,6/10,6,6,23,6,6,6,4,6,16/15,6,6,28,9,6,6,9,6,4,6,4,6,6,6,6,6/12
lpsnh2,lpsnh2,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/4,2,2,2,1,5,2,2,2,2,2,2
lpsnh3,lpsnh3,1.0,1,1,2,2,2,2,2,2,2,2,2,2,1,12/13,2,2,2/8/9,2,2/5,2,2,2/5,2,1/10,2,2/4,2/4,4,2,2,2
lpsnh4,lpsnh4,1.0,7,1,12,23,12,12,9,9,16,20,9,9,9,9,9,9,9,9,9,22,9,9,9,9,9,9,15,15,9,12,9
lpsnh5,lpsnh5,1.0,1,1,11,8,11,11,8,8,38,8,51,8/41,4,51,8,47,8,8,9,16,8,9,48,4,18/8,4,8,8,8,8,8
lpsnh6,lpsnh6,1.0,2,1,1,1,1,1,1,1,1,1,1/13,1,1,1/13,1,1,1,15,1,10,1,1,1,1,1,1,1,1,1,1,1
lpsnh7,lpsnh7,1.0,2,1/4,5,19,5,5,12,12,17/5,12,22,5,5,22,12,20/5,12,5,9,14,5,7/8,5,1,16/14/15,5,5,5,11,5,12
lpsnh8,lpsnh8,1.0,1,1,2,13,2,2,2,2,2,5,20/21,2,2,20,7,15,2,2,2/4,2,2,2,18,9,6,2/8,2,2,2,2,2
lpsnh9,lpsnh9,1.0,1,1,2,2/18,2,2,10/13,10,17,10,13,10,1,13,10/13/14,8,15,10,2,12,10,2/5,2,1,10,2,7,7,2,2,10
lpsnh10,lpsnh10,1.0,4,1,1,23,1,1,1/17,1,1,1,1,1,1,28,1/19,1,1/17,1/24,1/9,16/15,25,9,1,1,13,1,1,11/12,1,1,1
lpsnh11,lpsnh11,1.0,2,4,8,6,8,8,27,6,6,10,32,19,17/4/5,32,6,6,16/6,6,6,13,25,6,30,4,6,4/5/6,6,6,6,8,6
lpsnh12,lpsnh12,1.0,6,1,1,1,1,1,1,1,1,1,1/17,1,12,1,1,1,7,1,1,1,1,1,1,1/13,1,1,1,1,1,1,1
lpsnh13,lpsnh13,1.0,1,1,1,22,1,1,1,1,1/12,1,1,1,1,1,1,1/19,1,1,2,7,1,2,2,17,1/8/11,1,1,1,1,1,1
lpsnh14,lpsnh14,1.0,2,3,3,13,3,3,3,3/5,10,3,5,3,3,5,3,16,3,3,7,3,3,7/8,3,3,3,3,3,3,5,3,3/5
lpsnh15,lpsnh15,1.0,1,2,5,5,5,5,5,5,5,5,5/15,17,1,5,5,12,5,17,5/6,5,17,5,5,1,5,10,5,5,5,5,5
lpsnh16,lpsnh16,1.0,1,1,5,5,5,5,5,5,5,5,5,10,5,5/14,5,9,5,10,5,5,10,5,5,5/7,5,5,5,5,5,5,5
lpsnh17,lpsnh17,1.0,1,1,5,3,5,6,3,3,3,3,3,3,1,3,3,12,3/10,3,4,8,3/11,4,13,1,3,1,3,3,3,3,3
lpsnh18,lpsnh18,1.0,1,2,1,1,1,1,1,9,15,1,18,1,1,18,1/14,1,1,1/21,1,13,1,6,1,2,1/13,1,1,1,1,1,1/12
lpsnh19,lpsnh19,1.0,3,1,1,1,1,1/11,17,1,1,1,1,1,1,1,19,28,1,1,8,16,24,10,8,1,1,1,1,1,13/14,1,1/15
lpsnh20,lpsnh20,1.0,1/2,1,3,3,3,3,3/15,3,12,6,3,6,3,19,3,3,3,16/17/6,3,6,6,3,3,1,7,3,3,3,3,3,3/6
lpsnh21,lpsnh21,1.0,1,1,1,1,3,1,1/17,1/4/5,1,4,12,1/2,1,12,4,15,4,1,1,7,14,1,1,1,1/8,1,1,1,1,1,1/4
lpsnh22,lpsnh22,1.0,3,1,1,17,1,1,10,1,1/11/12/13,1,15,18,1,15,10,1,10,18,4/5,1/8,18,4,1,1,1,1,1,1,1,1,1
lpsnh23,lpsnh23,1.0,2,1,1,23,1,1,1,1/7,1/19,13,1,1,22,1,15,20,17/18,1,1,1,1,1/6,25,1,1,1,1,1,1,1,1
lpsnh24,lpsnh24,1.0,1,2/4,4,4,6,4,17/18,4,11,4/7,4,20,4,4,4,15,10,20/24,5,4/9,20,5,5,4,4,4,4,4,4,4,4
lpsnh25,lpsnh25,1.0,1,2,5,5,5,5,1,1,1/15,1/8,1,1,1/3,1,1,1,1,1,1/7,10,1,1,1,1,10,1/4,1,1,1,5,1
lpsnh26,lpsnh26,1.0,1,1,3,15,3,3,3,3,10,3,3,16,1,3,3,12,3,16/17,4,3/8,16,4,3,1,3/8,3,3/6,3,3,3,3
lpsnh27,lpsnh27,1.0,5,1/6,1,1,1,1,1,1,1/8,1,1,1,1,1,1,1,1,16,1,1,1,1,13,11,1,1,1,1,1/7,1,1
lpsnh28,lpsnh28,1.0,4,6,9,17/18/9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,9,9,9,13,9,9,9,9,9,9
lpsnh29,lpsnh29,1.0,1,1,1,1,2,1,1,1,1,1,19,1,17,19,1,15,12/13,1,1,7,20,1,18,1,1,1,1/3,1,1/4,1,1
lpsnh30,lpsnh30,1.0,1,2,3,3,3,3,5,3,9,3,19/21/22,3,3,21,5,3,5,3,3,6,23,3,14/15,12,5/7,3,3,3,3/4,3,3/5
lpsnh31,lpsnh31,1.0,5,7/9,7,25,7,7/12,7,7,21,7,11/31,7,7,11,17,7,7,7/28,11,14,7,11,11,7,13,7,7,7,7,7,7
lpsnh32,lpsnh32,1.0,1,1,6,6,6,6,6,6,6,6,6,6,1/18,6,17,29,17,6/27,8,15,6,6,23,20,6,6,6,6,13/14,6,6
lpsnh33,lpsnh33,1.0,3,1,1,1,1/6,1,14,1,1,1,1,1,1,1,1,13,7,1,1/4/5,1,10,1/4,1/11,1,1,1,1,1,1,1,1
lpsnh34,lpsnh34,1.0,2,3,4,4,4,4,6,6,6,6,6,6,4,6,9,6,9,6,4,7,13,4,4,3,6/8,4,4/5,4/5,4/5,4,6
