id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
mh0,mh0,50.0,1,19,1,1,19,15,1,22,21,1,1,1,1,1,15,0,1,15,15,2,5,15,15,1,15,1,1,1,21,15,20
mh1,mh1,50.0,0,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,8,0,0,8,9,0,0,1,0,1,1,1,1,1,1
mh2,mh2,50.0,2,7,3,3,7,7,3,0,7,3,6,3,1,4,13,4,3,7,15,3,3,7,20,7,16,1,1,1,7,7,7
mh3,mh3,50.0,1,0,0,0,0,41,0,0,0,0,0,0,0,39,0,39,32,41,46,32,0,41,47,41,47,0,0,0,0,41,0
mh4,mh4,50.0,1,3,3,3,15,0,3,15,0,3,3,3,3,3,0,3,9,12,12,9,0,18,21,3,21,3,3,3,0,13,0
mnh0,mnh0,50.0,4,30,10,10,43,8,10,30,30,19,10,19,10,20,45,21,16,48,48,16,10,50,54,8,56,10,10,10,30,8,30
mnh1,mnh1,50.0,1,17,1,1,20,17,12,20,20,1,12,1,1,1,17,11,1,24,17,1,1,17,17,17,17,1,1,1,20,17,22
mnh2,mnh2,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,1,1,14,14,1,14,1,1,1,1,11,1
mnh3,mnh3,50.0,1,1,1,1,17,12,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,20,11,20,1,9,1,1,14,1
mnh4,mnh4,50.0,1,18,2,9,21,1,2,20,20,2,2,2,2,2,1,2,2,1,1,2,7,28,1,1,1,2,13,2,20,16,19
mnh5,mnh5,50.0,1,1,4,4,1,1,4,14,1,4,4,4,3,4,1,4,8,1,1,8,10,19,1,1,20,4,3,4,1,1,1
mnh6,mnh6,50.0,1,1,1,1,1,1,1,1,36,28,29,1,1,1,1,1,21,38,38,21,25,39,40,1,37,1,32,1,36,1,1
mnh7,mnh7,50.0,1,1,4,3,1,1,4,1,11,4,4,5,1,4,1,7,2,1,1,2,1,1,1,1,1,1,1,1,11,1,1
mnh8,mnh8,50.0,7,1,11,1,1,22,1,1,1,1,1,1,14,13,22,1,10,22,22,10,1,22,22,1,22,1,16,1,1,22,1
mnh9,mnh9,50.0,2,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,14,1,6,1,1,1,1,1,1,1,1,1,1
mnh10,mnh10,50.0,1,1,1,1,19,12,1,18,1,1,1,1,1,9,12,1,4,20,20,4,1,23,20,12,20,1,11,1,1,12,1
mnh11,mnh11,50.0,1,33,19,17,34,31,17,34,34,17,17,17,26,17,31,22,3,40,41,3,11,40,31,1,31,1,29,3,34,32,33
mnh12,mnh12,50.0,5,1,14,10,21,19,10,28,21,10,10,10,1,10,19,16,10,20,29,10,10,29,36,1,34,1,1,10,21,1,21
mnh13,mnh13,50.0,7,1,9,9,1,16,12,1,1,12,13,12,9,12,16,12,9,16,16,10,11,16,16,16,16,9,9,9,1,16,1
mnh14,mnh14,50.0,8,1,11,11,22,18,11,1,1,11,11,11,11,11,1,11,11,24,27,11,13,26,1,1,1,11,11,11,1,1,1
lpsh0,lpsh0,1.0,3,5,1,1,17,13/15,1,17,16,1,10/11,1,1,1,13,9,7,14,14,7,8,22,14,1,14,1,1,1,16,13,16
