id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
mh0,mh0,50.0,1,19,30,0,0,0,11,0,30,0,11,16,0,28,30,0,11,30,8,16,0,0,0,0,33,23,0,0,0,30,0
mh1,mh1,50.0,1,0,1,3,6,3,1,1,19,3,1,1,1,1,1,3,1,18,3,8,1,1,1,1,19,13,3,3,1,1,1
mh2,mh2,50.0,1,1,1,2,1,2,1,1,25,2,1,1,1,1,21,2,1,21,2,1,0,12,17,1,25,1,1,2,20,1,1
mh3,mh3,50.0,0,14,14,14,21,14,22,22,27,14,23,22,0,22,27,18,23,29,14,22,14,26,14,14,32,14,14,14,14,14,14
mh4,mh4,50.0,2,1,0,4,8,4,8,8,15,4,8,8,10,16,14,4,8,14,4,8,11,10,10,0,15,1,4,4,13,0,10
mnh0,mnh0,50.0,4,1,16,1,1,6,1,1,15,1,1,1,1,1,15,6,1,15,1,1,9,9,13,14,15,1,1,1,1,15,1
mnh1,mnh1,50.0,1,2,2,31,2,31,2,2,2,25,2,2,2,40,2,32,2,2,28,2,2,2,2,2,2,2,2,2,41,2,2
mnh2,mnh2,50.0,1,1,1,1,10,6,11,1,1,4,12,1,1,1,1,5,20,1,2,1,1,1,1,15,1,1,1,1,16,1,1
mnh3,mnh3,50.0,1,1,1,1,5,1,5,5,1,2,5,5,1,5,1,1,5,1,2,5,9,9,18,1,21,1,1,1,1,1,9
mnh4,mnh4,50.0,1,1,33,10,1,10,1,1,33,8,1,1,1,1,33,10,1,33,5,16,21,19,23,1,33,27,1,1,1,31,19
mnh5,mnh5,50.0,1,12,3,5,3,5,3,3,3,5,3,3,3,3,3,8,3,3,5,3,21,3,23,3,3,3,4,4,3,3,3
mnh6,mnh6,50.0,12,15,15,20,15,21,15,15,15,18,15,15,15,15,15,21,24,15,18,15,15,15,15,15,15,1,17,17,15,15,15
mnh7,mnh7,50.0,2,3,12,4,3,4,3,3,16,4,3,3,3,3,3,4,17,14,4,3,9,7,3,3,15,1,3,3,3,3,3
mnh8,mnh8,50.0,62,65,65,65,65,65,65,65,65,65,65,65,65,65,74,65,75,74,65,65,71,71,71,65,65,65,68,65,65,65,65
mnh9,mnh9,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mnh10,mnh10,50.0,1,1,1,1,1,1,1,1,1,3,1,8,1,1,1,1,1,1,5,1,11,14,16,1,1,1,1,1,1,18,9
mnh11,mnh11,50.0,1,4,4,4,7,4,9,7,4,6,7,10,4,25,19,4,7,20,4,10,15,13,18,4,24,1,4,4,4,4,4
