id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
mh0,mh0,50.0,1,1,1,1,5,5,1,1,0,8,8,8,1,8,8,8,8,8,8,0,0,8,0,4,0,3,20,20,20,19,3
mh1,mh1,50.0,1,3,6,3,9,0,3,3,11,12,11,12,3,11,11,12,11,12,11,14,14,0,11,3,11,3,0,0,0,19,11
mh2,mh2,50.0,0,17,1,4,6,6,4,4,7,9,8,8,1,8,8,8,8,8,8,8,8,8,15,6,16,6,6,6,6,6,8
mh3,mh3,50.0,1,1,7,15,20,20,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,1,27,1,1,1,1,28,21
mh4,mh4,50.0,2,0,6,6,9,9,6,6,7,7,7,7,0,7,7,7,7,7,11,7,7,0,0,7,7,7,16,16,16,7,7
mnh0,mnh0,50.0,7,1,1,1,1,1,1,1,26,14,24,16,1,22,18,14,19,14,22,14,17,18,25,1,59,1,1,1,1,61,1
mnh1,mnh1,50.0,1,1,3,3,9,8,4,4,18,1,1,1,1,1,14,1,14,1,1,1,1,14,18,1,18,7,38,38,38,37,10
mnh2,mnh2,50.0,1,13,2,2,3,3,2,2,8,10,10,10,1,10,10,12,10,11,10,10,10,10,8,1,8,1,3,14,14,3,8
mnh3,mnh3,50.0,1,1,1,1,1,1,5,7,1,1,1,1,1,1,1,1,1,10,1,1,1,1,17,1,1,1,1,1,1,1,1
mnh4,mnh4,50.0,1,1,6,6,13,13,7,7,3,22,3,3,3,3,3,20,3,3,25,3,3,3,3,8,26,3,29,29,29,10,14
mnh5,mnh5,50.0,1,1,1,1,6,6,1,4,13,9,9,10,1,9,9,9,11,9,9,9,9,9,13,1,16,5,18,18,18,6,9
mnh6,mnh6,50.0,1,1,1,4,7,7,2,2,14,7,13,7,1,13,7,11,12,9,13,9,9,7,15,1,15,1,7,7,7,7,7
mnh7,mnh7,50.0,3,1,1,6,9,1,6,6,29,10,10,10,1,10,10,10,10,10,16,13,13,10,29,1,29,1,1,1,1,32,10
mnh8,mnh8,50.0,10,1,11,14,1,17,11,11,59,53,53,53,1,53,53,58,53,53,53,55,53,53,59,1,59,1,1,1,1,1,53
mnh9,mnh9,50.0,2,1,1,1,4,4,1,1,14,6,13,4,1,13,12,10,12,8,13,8,8,12,17,4,4,4,4,4,4,4,4
mnh10,mnh10,50.0,1,1,1,1,7,7,1,1,18,1,12,1,1,17,14,10,12,1,17,1,1,12,20,1,1,1,1,1,1,7,1
mnh11,mnh11,50.0,3,1,6,6,23,23,15,15,24,24,34,24,1,34,24,24,24,24,34,24,30,24,35,1,38,1,42,23,23,23,24
