id,feature,weight,og,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t3,t30,t4,t5,t6,t7,t8,t9
mh0,mh0,50.0,1,1,1,1,9,9,1,5,1,1,1,1,6,1,15,1,0,24,1,1,1,14,1,1,1,7,1,1,1,1,1
mh1,mh1,50.0,1,1,3,3,6,6,3,3,11,6,6,6,3,6,6,6,13,6,6,6,6,6,0,3,0,3,16,16,16,6,8
mh2,mh2,50.0,0,1,1,4,1,1,1,1,19,7,7,0,1,7,7,13,7,13,7,13,14,7,19,1,22,1,1,1,1,20,1
mh3,mh3,50.0,1,1,3,3,8,8,7,7,8,8,8,8,3,13,11,10,18,8,14,8,8,8,8,1,8,1,15,15,15,8,8
mh4,mh4,50.0,1,1,2,2,4,4,2,2,5,5,5,5,2,7,5,5,5,5,7,5,5,5,5,2,5,2,4,4,4,8,5
mnh0,mnh0,50.0,1,1,1,1,8,8,1,3,6,6,6,6,1,6,6,6,6,23,6,16,6,6,6,1,25,1,6,6,6,6,6
mnh1,mnh1,50.0,3,1,5,5,1,1,6,6,35,1,1,1,1,1,1,1,1,1,22,15,1,1,36,1,38,1,1,1,1,25,1
mnh2,mnh2,50.0,6,7,11,12,7,7,11,11,19,13,13,15,9,13,13,13,13,13,13,17,17,13,21,7,19,7,7,7,7,7,7
mnh3,mnh3,50.0,1,1,1,1,18,12,1,1,2,2,2,2,1,2,2,2,31,2,2,21,2,2,2,1,2,1,27,27,27,2,2
mnh4,mnh4,50.0,1,1,1,1,1,1,1,1,22,1,1,11,9,1,1,12,1,12,18,12,12,1,20,1,20,1,1,1,1,1,1
mnh5,mnh5,50.0,1,21,5,5,6,6,5,5,6,6,15,6,5,15,13,6,35,6,15,6,10,14,6,6,6,6,6,6,6,6,6
mnh6,mnh6,50.0,1,1,2,2,1,17,2,2,1,1,1,1,1,1,1,1,19,9,1,11,11,1,18,3,1,4,1,1,1,1,7
mnh7,mnh7,50.0,17,1,1,1,25,57,1,1,63,1,1,43,1,1,1,1,1,1,1,53,53,1,65,1,65,1,1,1,1,1,1
mnh8,mnh8,50.0,1,1,2,2,4,4,2,2,4,9,4,4,2,4,4,13,4,9,4,9,9,4,4,1,4,1,4,4,4,4,4
mnh9,mnh9,50.0,1,1,2,2,5,19,2,2,1,1,1,1,1,13,1,6,17,14,13,11,6,1,1,1,34,1,5,5,5,5,1
mnh10,mnh10,50.0,1,20,1,1,7,22,1,1,24,8,8,11,2,8,17,15,40,8,8,12,8,18,1,3,33,3,34,34,34,1,1
